ordernumber;mainnumber;name;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;categories
G10214;G10214;Delecta Babeczki nadziane z czekolada 7St. x 280g;Eigenmarke;5,00;8,94;0;;1;beliebig;;;;;;1;24
G10215;G10215;Delecta Babeczki Waniliowe 6St. x 265g;Eigenmarke;5,00;6,93;0;;1;beliebig;;;;;;1;24
G10216;G10216;Delecta Biskopt w Proszku 380gr x 6 xt;Eigenmarke;5,00;8,94;0;;1;beliebig;;;;;;1;24
G10217;G10217;Delecta Ciasto Karpatka 390g x 6St.;Eigenmarke;5,00;10,74;0;;1;beliebig;;;;;;1;24
G10218;G10218;Delecta Krem Karpatka oryginalna w proszku 250g x 12St.;Eigenmarke;5,00;6,54;0;;1;beliebig;;;;;;1;24
G10219;G10219;Delecta Krowka ciasto w proszku 530g x 7St.;Eigenmarke;5,00;21,48;0;;1;beliebig;;;;;;1;24
G10220;G10220;Delecta Lesny Mech 410g x 7;Eigenmarke;5,00;13,93;0;;1;beliebig;;;;;;1;24
G10221;G10221;Delecta Mascarpino Sernik Na Zimno 183 gr x 6 st;Eigenmarke;5,00;9,54;0;;1;beliebig;;;;;;1;24
G10222;G10222;Delecta Sernik blyskawiczny jogurtowy 183g x 6St.;Eigenmarke;5,00;7,74;0;;1;beliebig;;;;;;1;24
G10223;G10223;Delecta Sernik blyskawiczny oryginalny 193g x 10St.;Eigenmarke;5,00;15,9;0;;1;beliebig;;;;;;1;24
G10224;G10224;Delicpolki 800gr Delicpol  Delisana;Eigenmarke;5,00;2,49;0;;1;beliebig;;;;;;1;24
G10225;G10225;Dgem Herbapol Malina 280gr x 6st;Eigenmarke;5,00;5,34;0;;1;beliebig;;;;;;1;64
G10226;G10226;Dgem Herbapol Owoce Lesni 280gr x 6st;Eigenmarke;16,00;5,34;0;;1;beliebig;;;;;;1;64
G10227;G10227;Dgem Herbapol Truskawka 280gr x 6st;Eigenmarke;5,00;5,34;0;;1;beliebig;;;;;;1;64
G10228;G10228;Dgem Herbapol Wischnja  280gr x 6st;Eigenmarke;5,00;5,34;0;;1;beliebig;;;;;;1;64
G10229;G10229;Dgem Herbapol Zarna Porzeshka 280gr x 6st;Eigenmarke;5,00;5,34;0;;1;beliebig;;;;;;1;64
G10230;G10230;Dill Frisch  Neue!!!!!!!!! ca. 3 kg;Eigenmarke;5,00;12,99;0;;1;beliebig;;;;;;1;22
G10231;G10231;Dobosz Boska Krowka 200g x 15stk;Eigenmarke;5,00;16,35;0;;1;beliebig;;;;;;1;56
G10232;G10232;Dobosz Galaretka w cukrze 380g x 16St.;Eigenmarke;5,00;28,64;0;;1;beliebig;;;;;;1;56
G10233;G10233;Dobosz Galaretka w cukrze 400g x 20stk;Eigenmarke;5,00;29,8;0;;1;beliebig;;;;;;1;56
G10234;G10234;Dobosz Galaretka w czekoladzie 380g x 16St.;Eigenmarke;5,00;28,64;0;;1;beliebig;;;;;;1;56
G10235;G10235;Dobosz Gallopianki  400g x 10 stk;Eigenmarke;5,00;21,9;0;;1;beliebig;;;;;;1;56
G10236;G10236;Dobosz Jogofrutki 250gr x 18 Stk.;Eigenmarke;5,00;21,42;0;;1;beliebig;;;;;;1;56
G10237;G10237;Dobosz Jogomilki 200g x 15 Stk.;Eigenmarke;5,00;22,35;0;;1;beliebig;;;;;;1;56
G10238;G10238;Dobosz Kokosnuss Pralinen 280g x 16Stk.;Eigenmarke;5,00;23,84;0;;1;beliebig;;;;;;1;56
G10239;G10239;Dobosz Korowka Mleczna 380g x 16St.;Eigenmarke;5,00;20,64;0;;1;beliebig;;;;;;1;56
G10240;G10240;DOBOSZ krowka 6kg;Eigenmarke;5,00;11,94;0;;1;beliebig;;;;;;1;56
G10241;G10241;Dobosz Krowka in Schokolade 400g x 6;Eigenmarke;5,00;8,1;0;;1;beliebig;;;;;;1;56
G10242;G10242;Dobosz Krowka w czekoladzie 380g x 16St.;Eigenmarke;5,00;20,64;0;;1;beliebig;;;;;;1;56
G10243;G10243;Dobosz Lesne Michasie 380g x 14St.;Eigenmarke;5,00;25,06;0;;1;beliebig;;;;;;1;56
G10244;G10244;Dobosz Lesne Michaski Stabilo 300g x 10St.;Eigenmarke;5,00;14,9;0;;1;beliebig;;;;;;1;56
G10245;G10245;Dobosz Mieszanka firmowa 380g x 16St.;Eigenmarke;5,00;28,64;0;;1;beliebig;;;;;;1;56
G10246;G10246;Dobosz Mix Pralinen 280g x 16Stk.;Eigenmarke;5,00;23,84;0;;1;beliebig;;;;;;1;56
G10247;G10247;Dobosz Mleczko 5 kg kiste Luï¿½se 1 kg  2,99uï¿½;Eigenmarke;5,00;2,49;0;;1;beliebig;;;;;;1;56
G10248;G10248;Dobosz Mleczko w czekoladzie 380g x 14St.;Eigenmarke;5,00;25,06;0;;1;beliebig;;;;;;1;56
G10249;G10249;Dobosz Morela w czekoladzie 380g x 16St.;Eigenmarke;5,00;28,64;0;;1;beliebig;;;;;;1;56
G10250;G10250;Dobosz Orechy ziemne w czekoladzie 25St. x 270gr.;Eigenmarke;5,00;44,75;0;;1;beliebig;;;;;;1;56
G10251;G10251;Dobosz Pralina w czekoladzie adwokat 280g x 14St.;Eigenmarke;5,00;18,62;0;;1;beliebig;;;;;;1;56
G10252;G10252;Dobosz Pralina w czekoladzie cappuccino 280g x 16St.;Eigenmarke;5,00;23,84;0;;1;beliebig;;;;;;1;56
G10253;G10253;Dobosz Pralina w czekoladzie orzech 280g x 16St.;Eigenmarke;5,00;21,28;0;;1;beliebig;;;;;;1;56
G10254;G10254;Dobosz Pralina w czekoladzie rum 280g x 16St.;Eigenmarke;5,00;21,28;0;;1;beliebig;;;;;;1;56
G10255;G10255;Dobosz Pralina w czekoladzie wisnia 280g x 16St.;Eigenmarke;5,00;21,28;0;;1;beliebig;;;;;;1;56
G10256;G10256;Dobosz Pralinen 280g x 16Stk.;Eigenmarke;5,00;23,84;0;;1;beliebig;;;;;;1;56
G10257;G10257;Dobosz Sliwka Kalifornijska 380g x 16St.;Eigenmarke;5,00;28,64;0;;1;beliebig;;;;;;1;56
G10258;G10258;Dobosz Sliwka luxusowa 200g x 15stk;Eigenmarke;5,00;25,35;0;;1;beliebig;;;;;;1;56
G10259;G10259;Dobosz Sliwka StabiloLux w czekoladzie  300g x 10St.;Eigenmarke;5,00;21,9;0;;1;beliebig;;;;;;1;56
G10260;G10260;Dobosz Sliwka w czekoladzie 380g x 16St.;Eigenmarke;5,00;28,64;0;;1;beliebig;;;;;;1;56
G10261;G10261;Dobosz Sugusy Mix 200g x 15stk;Eigenmarke;5,00;13,35;0;;1;beliebig;;;;;;1;56
G10262;G10262;Dobosz Sugusy mix 400g x 16St.;Eigenmarke;5,00;17,44;0;;1;beliebig;;;;;;1;56
G10263;G10263;Dobosz Toffi mix 400g x 16St.;Eigenmarke;5,00;17,44;0;;1;beliebig;;;;;;1;56
G10264;G10264;Dobosz Trufla Lux 380g x 14St.;Eigenmarke;5,00;25,06;0;;1;beliebig;;;;;;1;56
G10265;G10265;Dobosz Trufla nadziewana 380g x 16St.;Eigenmarke;5,00;28,64;0;;1;beliebig;;;;;;1;56
G10266;G10266;Dobosz Trufla Nadziewana Stabilo 300g x 10St.;Eigenmarke;5,00;15,9;0;;1;beliebig;;;;;;1;56
G10267;G10267;Dobosz Trufla w czekoladzie 380g x 16St.;Eigenmarke;5,00;28,64;0;;1;beliebig;;;;;;1;56
G10268;G10268;Dobosz Vanille Pralinen 280g x 16Stk.;Eigenmarke;5,00;23,84;0;;1;beliebig;;;;;;1;56
G10269;G10269;Dobosz Vogelmilch  200g x 15St.;Eigenmarke;5,00;14,85;0;;1;beliebig;;;;;;1;56
G10270;G10270;Dobosz Vogelmilch 200g x 20St.  Malina;Eigenmarke;5,00;23,8;0;;1;beliebig;;;;;;1;56
G10271;G10271;Dobosz Vogelmilch  240g x 20St. Capucino;Eigenmarke;5,00;19,8;0;;1;beliebig;;;;;;1;56
G10272;G10272;Dobosz Vogelmilch  240g x 20St. Truskawka;Eigenmarke;5,00;19,8;0;;1;beliebig;;;;;;1;56
G10273;G10273;Dobosz Wisniowe w czekoladzie 380g x 16St.;Eigenmarke;5,00;28,64;0;;1;beliebig;;;;;;1;56
G10274;G10274;Dobosz Wisniowe w czekoladzie Stabilo 300g x 10St.;Eigenmarke;5,00;15,9;0;;1;beliebig;;;;;;1;56
G10275;G10275;Dobra Wurst;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;38
G10276;G10276;Dobropolska Wurst JBB;Eigenmarke;5,00;5,79;0;;1;beliebig;;;;;;1;38
G10277;G10277;DOS FILET Sledzowy w Pomidorach 170 gr x  15 st;Eigenmarke;5,00;13,35;0;;1;beliebig;;;;;;1;42
G10278;G10278;DOS SZPROT Popularny 330 ml x 16 st;Eigenmarke;5,00;14,24;0;;1;beliebig;;;;;;1;42
G10279;G10279;Dr.Gerard Deserowe Kruche Kekse (RING)  200g x 12stk;Eigenmarke;5,00;10,68;0;;1;beliebig;;;;;;1;58
G10280;G10280;Dr.Gerard Gabaretki Kokosowe 230gx12st;Eigenmarke;5,00;13,08;0;;1;beliebig;;;;;;1;58
G10281;G10281;Dr.Gerard  Juppi 205 x 8 st;Eigenmarke;5,00;8,72;0;;1;beliebig;;;;;;1;58
G10282;G10282;Dr Gerard Kruche ciastka o smaku pomaranczowym z gozdzikiem 174g x 12St.;Eigenmarke;5,00;10,68;0;;1;beliebig;;;;;;1;58
G10283;G10283;Dr.Gerard Kruche Kakao-Sahnekekse 170g x 14stk;Eigenmarke;5,00;12,46;0;;1;beliebig;;;;;;1;58
G10284;G10284;Dr.Gerard Kruche kokosowe 300g x 12stk;Eigenmarke;5,00;16,68;0;;1;beliebig;;;;;;1;58
G10285;G10285;Dr, Gerard Mafijne  Choko 8stk x 330g;Eigenmarke;5,00;7,92;0;;1;beliebig;;;;;;1;58
G10286;G10286;Dr.Gerard Mafijne DUO 8St. x216g;Eigenmarke;5,00;7,92;0;;1;beliebig;;;;;;1;58
G10287;G10287;Dr.Gerard Mafijne Smietankowo/Cytrnowe 8St. x 216g;Eigenmarke;5,00;7,92;0;;1;beliebig;;;;;;1;58
G10288;G10288;Dr.Gerard Pasja ciastka Advocat 170 x 12st.;Eigenmarke;5,00;15,48;0;;1;beliebig;;;;;;1;58
G10289;G10289;Dr.Gerard Pasja ciastka Wisniowe Smietankowe 150g x 12St.;Eigenmarke;5,00;11,88;0;;1;beliebig;;;;;;1;58
G10290;G10290;Dr Gerard Piernizcki z jablkiem i cynamonem 200g x 10St.;Eigenmarke;5,00;9,9;0;;1;beliebig;;;;;;1;58
G10291;G10291;Dr Gerard Rurki cynamonowe z kremem jablkowym 160g x 24St.;Eigenmarke;5,00;23,76;0;;1;beliebig;;;;;;1;58
G10292;G10292;Dr Gerard Rurki cynamonowe z kremem krem 160g x 30St.;Eigenmarke;5,00;26,7;0;;1;beliebig;;;;;;1;58
G10293;G10293;Drobjowa Grilowa Wurst;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;38
G10294;G10294;DROBJOWA z Fileta Wurst;Eigenmarke;5,00;6,99;0;;1;beliebig;;;;;;1;38
G10295;G10295;Dr.Oetker Biszkopt 400g x 8stk;Eigenmarke;5,00;11,12;0;;1;beliebig;;;;;;1;24
G10296;G10296;Dr.Oetker Galaretka o smak Agresowa 77gr x 20 st;Eigenmarke;5,00;7,8;0;;1;beliebig;;;;;;1;24
G10297;G10297;Dr.Oetker Galaretka o smak Cytryna 20stk x 77g;Eigenmarke;5,00;7,8;0;;1;beliebig;;;;;;1;24
G10298;G10298;Dr.Oetker Galaretka o smak Maloinowym 30stk x 77g;Eigenmarke;5,00;11,7;0;;1;beliebig;;;;;;1;24
G10299;G10299;Dr.Oetker Galaretka o smak Owocow lesnych 20stk x 77g;Eigenmarke;5,00;7,8;0;;1;beliebig;;;;;;1;24
G10300;G10300;Dr.Oetker Galaretka o smak pomaranczowym 20stk x 77g;Eigenmarke;5,00;7,8;0;;1;beliebig;;;;;;1;24
G10301;G10301;Dr.Oetker Galaretka o smak Poziomkowy  20stk x 77g;Eigenmarke;5,00;7,8;0;;1;beliebig;;;;;;1;24
G10302;G10302;Dr.Oetker Galaretka o smakTruskawkowym 30stk;Eigenmarke;5,00;11,7;0;;1;beliebig;;;;;;1;24
G10303;G10303;Dr.Oetker Galaretka o smaku bananowym 20stk x 77g;Eigenmarke;5,00;7,8;0;;1;beliebig;;;;;;1;24
G10304;G10304;Dr.Oetker Galaretka o smaku Brzoskwiniowym 20stk x 77g;Eigenmarke;5,00;7,8;0;;1;beliebig;;;;;;1;24
G10305;G10305;Dr.Oetker Galaretka o smaku kiwi 20stk x 77g;Eigenmarke;5,00;7,8;0;;1;beliebig;;;;;;1;24
G10306;G10306;Dr.Oetker Galaretka o smaku Winogronowym 20stk x 77g;Eigenmarke;16,00;7,8;0;;1;beliebig;;;;;;1;24
G10307;G10307;Dr.Oetker Galaretka o smak Wischnjowym 20stk x 77gr;Eigenmarke;5,00;7,8;0;;1;beliebig;;;;;;1;24
G10308;G10308;"Drosed"" Geflï¿½gel Bockwurst""";Eigenmarke;5,00;2,49;0;;1;beliebig;;;;;;1;38
G10309;G10309;Drosed Geflï¿½gelkoteletts 480g;Eigenmarke;5,00;1,59;0;;1;beliebig;;;;;;1;38
G10310;G10310;DROSED Gefluï¿½gelpastete 130g x 12St;Eigenmarke;5,00;0,36;0;;1;beliebig;;;;;;1;39
G10311;G10311;DROSED Gefluï¿½gelpastete 130g x 12St;Eigenmarke;5,00;0,36;0;;1;beliebig;;;;;;1;39
G10312;G10312;DROSED Podlaski Tomate Gefluï¿½gelpastete 130g x 12St;Eigenmarke;5,00;0,36;0;;1;beliebig;;;;;;1;39
G10313;G10313;DROSED Gefluï¿½gelpastete mit Paprika 130g x 12St;Eigenmarke;5,00;0,36;0;;1;beliebig;;;;;;1;39
G10314;G10314;DROSED Podlaski Pasztet Drobiowy 195g x 12St.;Eigenmarke;5,00;0,59;0;;1;beliebig;;;;;;1;39
G10315;G10315;DROSED Podlaski Pasztet z Kurczat 155g x 12St;Eigenmarke;5,00;0,49;0;;1;beliebig;;;;;;1;39
G10316;G10316;DROS ogorki kwaszone 900ml x8 stk;Eigenmarke;5,00;11,92;0;;1;beliebig;;;;;;1;39
G10317;G10317;DROS Ogurki  Kartuskie 900ml x 8 stk;Eigenmarke;5,00;11,92;0;;1;beliebig;;;;;;1;39
G10318;G10318;Drozdze Josefow 7 gr x 60 st;Eigenmarke;5,00;29,4;0;;1;beliebig;;;;;;1;24
G10319;G10319;Druck Din A3 4 seiter  1x10000st 90 gr 4/4-Farbich;Eigenmarke;16,00;450;0;;1;beliebig;;;;;;1;23
G10320;G10320;Duda Jalowczowa Wurst;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;38
G10321;G10321;Duda Kabanosiki Dlinije 100 gr;Eigenmarke;5,00;23,84;0;;1;beliebig;;;;;;1;38
G10322;G10322;Duda Krakowska wolowa;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;38
G10323;G10323;DZIADKA z Szynki Max Kielbaski;Eigenmarke;5,00;5,49;0;;1;beliebig;;;;;;1;38
G10324;G10324;EDMAL Essig 500ml x 12St;Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;50
G10325;G10325;Egzotyczny ogrod galaretki z sokiem owocowym 250g x 20St.;Eigenmarke;5,00;13;0;;1;beliebig;;;;;;1;24
G10326;G10326;Eier aus Bodenhaltung Klasse A 10Stk x 18;Eigenmarke;5,00;21,42;0;;1;beliebig;;;;;;1;37
G10327;G10327;Eiertomaten Poland 6 kg;Eigenmarke;5,00;4,14;0;;1;beliebig;;;;;;1;22
G10328;G10328;Eimer 10 litr;Eigenmarke;16,00;15,9;0;;1;beliebig;;;;;;1;23
G10329;G10329;Einlegedill;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;29
G10330;G10330;Einlege DILL 10st Bund;Eigenmarke;5,00;79,9;0;;1;beliebig;;;;;;1;29
G10331;G10331;Einlegegurken 10 kg kiste;Eigenmarke;5,00;14,9;0;;1;beliebig;;;;;;1;22
G10332;G10332;Einlegegurken Frisch kg 10 kg Sack;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;22
G10333;G10333;Ek Mak Krajanka 01 250g x 28Stk.;Eigenmarke;5,00;13,72;0;;1;beliebig;;;;;;1;66
G10334;G10334;Ek Mak Krajanka 02 250g x 28Stk.;Eigenmarke;5,00;15,4;0;;1;beliebig;;;;;;1;66
G10335;G10335;Ek Mak Makaron Muszelka 400g x 12Stk;Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;66
G10336;G10336;Ek Mak Makaron Nitka cienka 1Kg x 10Stk Nr 11;Eigenmarke;5,00;11,9;0;;1;beliebig;;;;;;1;66
G10337;G10337;Ek Mak Makaron  Nr 10  Nitka Gruba 1Kg x 10Stk;Eigenmarke;5,00;11,9;0;;1;beliebig;;;;;;1;66
G10338;G10338;Ek Mak Makaron Nr 12Nitka Wstazka 1Kg x 10stk;Eigenmarke;5,00;11,9;0;;1;beliebig;;;;;;1;66
G10339;G10339;Ek Mak Makaron Nr 210 400g x 12St.;Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;66
G10340;G10340;Ek Mak Makaron Nr 45  Szpiralki 1Kg x 10Stk;Eigenmarke;5,00;11,9;0;;1;beliebig;;;;;;1;66
G10341;G10341;Ek Mak Makaron Nr 49 Krajanka 250g x 28Stk Nr &;Eigenmarke;5,00;22,12;0;;1;beliebig;;;;;;1;66
G10342;G10342;Ek Mak Makaron Nr 6 250g x 20 St.;Eigenmarke;5,00;12,4;0;;1;beliebig;;;;;;1;66
G10343;G10343;Ek Mak Makarony Nr. 210 400g x 12 St.;Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;66
G10344;G10344;Ek Mak Muszelki 400 gr x 12st  Nr 62;Eigenmarke;5,00;7,08;0;;1;beliebig;;;;;;1;66
G10345;G10345;Ek Mak Nr 44  Spiralen 400 gr x 12 st;Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;66
G10346;G10346;Ek Mak Spiralen 400gr x 12 st Nudeln;Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;66
G10347;G10347;Ek Mak Zacierka 250g x 24 St.;Eigenmarke;5,00;14,16;0;;1;beliebig;;;;;;1;66
G10348;G10348;Ek Mak Zacierka 250g x 24 St.;Eigenmarke;5,00;30,96;0;;1;beliebig;;;;;;1;66
G10349;G10349;Ek Mak Zacierka 400g x 24Stk;Eigenmarke;5,00;14,64;0;;1;beliebig;;;;;;1;66
G10350;G10350;"Eko-Mak Makaron Babuni domowy 2 Eier Kura Gnizda Nitka"" 12x400g""";Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;66
G10351;G10351;"Eko-Mak Makaron Babuni domowy Nr 49 Kura Krajanka"" 12x400g""";Eigenmarke;5,00;5,88;0;;1;beliebig;;;;;;1;66
G10352;G10352;Ekspresowa Zupa Barszcz czerwony;Eigenmarke;5,00;14,7;0;;1;beliebig;;;;;;1;53
G10353;G10353;Ekspresowa Zupa Pieczarkowa 28 stk;Eigenmarke;5,00;12,32;0;;1;beliebig;;;;;;1;53
G10354;G10354;Elvan SUGUSI Truffle Assortment 1Kg;Eigenmarke;5,00;17,45;0;;1;beliebig;;;;;;1;39
G10355;G10355;Emix Backpulver 30 st x 18 gr;Eigenmarke;5,00;54;0;;1;beliebig;;;;;;1;24
G10356;G10356;emix hefe trocken 8g x 40stk;Eigenmarke;5,00;10,8;0;;1;beliebig;;;;;;1;24
G10357;G10357;EMIX soda 80g - 25st;Eigenmarke;5,00;6,25;0;;1;beliebig;;;;;;1;24
G10358;G10358;Evra Meat Luncheon Konzerwa  300grx12st;Eigenmarke;5,00;10,2;0;;1;beliebig;;;;;;1;39
G10359;G10359;Evra Meat Mielonka Wieprzowa Konzerwa 300grx12st;Eigenmarke;5,00;10,2;0;;1;beliebig;;;;;;1;39
G10360;G10360;Evra Meat Prysmak Smiedanowy 300 gr x12 st;Eigenmarke;5,00;10,2;0;;1;beliebig;;;;;;1;39
G10361;G10361;Evra Meat Turystischna Konzerwa 300 gr x12 st;Eigenmarke;5,00;10,2;0;;1;beliebig;;;;;;1;39
G10362;G10362;Evra Meat Tyrolska konzerwa 300 gr x 12 st;Eigenmarke;5,00;10,2;0;;1;beliebig;;;;;;1;39
G10363;G10363;e.wedel chalwa krolewska o smaku waniliowym 18st x 250g;Eigenmarke;5,00;41,22;0;;1;beliebig;;;;;;1;58
G10364;G10364;E.Wedel Chalwa Krolewska waniliowa 250g x 18St.;Eigenmarke;5,00;41,22;0;;1;beliebig;;;;;;1;58
G10365;G10365;E.Wedel Chalwa Krolewska z bakaliami 250g x 18St.;Eigenmarke;5,00;41,22;0;;1;beliebig;;;;;;1;58
G10366;G10366;E. Wedel Kakao 10St. x 180g;Eigenmarke;5,00;32,22;0;;1;beliebig;;;;;;1;58
G10367;G10367;E.Wedel Kakao 80g x 10St.;Eigenmarke;5,00;8,9;0;;1;beliebig;;;;;;1;58
G10368;G10368;E.Wedel Karamell Schokolade 90g x 12stk;Eigenmarke;5,00;9,48;0;;1;beliebig;;;;;;1;58
G10369;G10369;E. Wedel Mieszanka Krakoswka Classic 490g x 8St.;Eigenmarke;5,00;23,92;0;;1;beliebig;;;;;;1;58
G10370;G10370;E. Wedel Mieszanka Wedlowska 220g;Eigenmarke;5,00;16,7;0;;1;beliebig;;;;;;1;58
G10371;G10371;E.Wedel Mieszanka Wedlowska 490g x 8stk;Eigenmarke;5,00;23,12;0;;1;beliebig;;;;;;1;58
G10372;G10372;E. Wedel Mieszanka Wedlowska Party 490g x 8St.;Eigenmarke;5,00;23,92;0;;1;beliebig;;;;;;1;58
G10373;G10373;E.Wedel Milchschokolade 100g x 12stk;Eigenmarke;5,00;9,48;0;;1;beliebig;;;;;;1;58
G10374;G10374;E.Wedel Milchschokolade mit Erdbeerfuï¿½llung 100g x 12stk;Eigenmarke;5,00;8,76;0;;1;beliebig;;;;;;1;58
G10375;G10375;E.Wedel Pawelek Milchschokoladenriegel mit Fuï¿½llung -Smietankowe 45g x 24St.;Eigenmarke;5,00;9,36;0;;1;beliebig;;;;;;1;58
G10376;G10376;E.Wedel Pawelek Milchschokoladenriegel mit Fuï¿½llung - Kirschegeschmack 45g x 24St.;Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;58
G10377;G10377;E.Wedel Pawelek Milchschokoladenriegel mit Fuï¿½llung - Toffeegeschmack 45g x 24St.;Eigenmarke;5,00;9,36;0;;1;beliebig;;;;;;1;58
G10378;G10378;E.Wedel Pawelek Milchschokoladenriegel mit Haselnussfuï¿½llung 45g x 24St.;Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;58
G10379;G10379;E.Wedel Pawelek Milchschokoladenriegel mit Schokoladenfuï¿½llung 45g x 24St.;Eigenmarke;5,00;9,36;0;;1;beliebig;;;;;;1;58
G10380;G10380;E.Wedel Pawelek Schockoriegel DUO 45g x 24St.;Eigenmarke;5,00;9,36;0;;1;beliebig;;;;;;1;58
G10381;G10381;E.Wedel Pawelek Schokoladenriegel mit Kaffeegeschmack Fuï¿½llung 45g x 24Stk;Eigenmarke;5,00;9,36;0;;1;beliebig;;;;;;1;58
G10382;G10382;E.Wedel Pawelek Zarbitterschokoladenriegel mit Fuï¿½llung - Eierlikuï¿½rgeschmak 45g x 24St.;Eigenmarke;5,00;0,39;0;;1;beliebig;;;;;;1;58
G10383;G10383;E.Wedel Ptasie Mleczko  380g x 18St.;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;58
G10384;G10384;E.Wedel Ptasie Mleczko czekoladowe 380g x 18St.;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;58
G10385;G10385;E.Wedel Ptasie Mleczko Kokos Rajska Wyspa 380g x 18St.;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;58
G10386;G10386;E.Wedel Ptasie Mleczko Smietankowe 380g x 18St.;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;58
G10387;G10387;E.Wedel Ptasie Mleczko Vanille-Schokolade 380g x 18stk;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;58
G10388;G10388;E.Wedel Ptasie Mleczko  waniliowe 380g x 18St.;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;58
G10389;G10389;E.Wedel Vogelmilch Kokosnussgeschmack mit weiuï¿½er Schokoladenglasur 380g x 18Stk.;Eigenmarke;5,00;46,62;0;;1;beliebig;;;;;;1;58
G10390;G10390;Ewra Fisch Filety Sledzowy  in ï¿½l 170grx 16st;Eigenmarke;5,00;15,84;0;;1;beliebig;;;;;;1;39
G10391;G10391;Ewra Fisch Filety Z Makreli in ï¿½l 170grx 24st;Eigenmarke;5,00;23,76;0;;1;beliebig;;;;;;1;39
G10392;G10392;Face Mask 3ply 1pack x 50stk;Eigenmarke;5,00;49,5;0;;1;beliebig;;;;;;1;23
G10393;G10393;Familien Kasza Grytzana 4 x 100gr x12 st;Eigenmarke;5,00;11,88;0;;1;beliebig;;;;;;1;20
G10394;G10394;Familijne przysmaki Konserwa sniadaniowy  300g x 12St.;Eigenmarke;5,00;8,28;0;;1;beliebig;;;;;;1;39
G10395;G10395;Familijne przysmaki Konserwa Tturistizna  300g x 12St.;Eigenmarke;5,00;8,28;0;;1;beliebig;;;;;;1;39
G10396;G10396;Familijne przysmaki Konserwa Tyrolska 300g x 12St.;Eigenmarke;5,00;8,28;0;;1;beliebig;;;;;;1;39
G10397;G10397;Fanta Shokata 850 mlx12 st;Eigenmarke;16,00;9,48;0;;1;beliebig;;;;;;1;68
G10398;G10398;Fasolka po Mexikanski 600 ml x8st Podliszki;Eigenmarke;5,00;12,72;0;;1;beliebig;;;;;;1;39
G10399;G10399;Gurken 3 litr  Malosolnij ;Eigenmarke;5,00;3,99;0;;1;beliebig;;;;;;1;22
G10400;G10400;Faszerowec Garnek JBB;Eigenmarke;5,00;5,79;0;;1;beliebig;;;;;;1;38
G10401;G10401;Federacia Klasik 0,5litr x 6 st Wodka;Eigenmarke;16,00;4,19;0;;1;beliebig;;;;;;1;69
G10402;G10402;Federacia Klasik 40 % vol  1litr x 6 st;Eigenmarke;16,00;7,99;0;;1;beliebig;;;;;;1;69
G10403;G10403;Figurka 150 gr x 12 st Vobro;Eigenmarke;5,00;1,79;0;;1;beliebig;;;;;;1;56
G10404;G10404;Filet Pomidorowe 175grx16st Losos;Eigenmarke;5,00;15,84;0;;1;beliebig;;;;;;1;39
G10405;G10405;Filet Sledz w Souse POmidor Ewra Fisch 170 gr x 24st;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;39
G10406;G10406;Filety z Dorsza Ewra Fisch 16st x 170 gr;Eigenmarke;5,00;1,29;0;;1;beliebig;;;;;;1;39
G10407;G10407;Filety Z Makreli w souse  Pomidorach 170grx 6st;Eigenmarke;5,00;0,99;0;;1;beliebig;;;;;;1;39
G10408;G10408;Firma Cukiernicza Solidarnosc Almondo 2500g;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;56
G10409;G10409;Firma Cukiernicza Solidarnosc Choco Choco 2500g;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;56
G10410;G10410;Firma Cukiernicza Solidarnosc Five 2500g;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;56
G10411;G10411;Firma Cukiernicza Solidarnosc Koko-Coco 2500g in kartons  pres 1kg;Eigenmarke;5,00;7,99;0;;1;beliebig;;;;;;1;56
